Nave,Eta,Doc.Entrega,Pos.Entrega,VOLUM_ENTREGA,UMV,Material,FPE,FPAN,Status Movimiento de Mcía,Descripcion Material
MSC MARIA ELENA,2012-12-14,802907905,20,9.633,M3,970147,2012-11-22,2012-12-15,C,MNA P 076-MAP VA FF 2440x2150x18/1/C34
MSC MARIA ELENA,2012-12-14,802907905,30,6.422,M3,970147,2012-11-22,2012-12-15,C,MNA P 076-MAP VA FF 2440x2150x18/1/C34
MSC MADELEINE,2013-02-07,802907907,10,12.844,M3,921757,2012-11-22,2013-02-06,A,MNA P 108-GRI HU FF 2440x2150x18/1/C34
MSC MADELEINE,2013-02-07,802907907,40,25.688,M3,921764,2012-11-22,2013-02-06,A,MNA P 180-ALM FF 2440x2150x18/1/C34
MSC PAMELA,2012-12-28,802907918,10,38.532,M3,921792,2012-10-25,2012-12-19,C,MNA P 063-HAY FF 2440x2150x18/1/C34
CMA CGM DON GIOVANNI,2013-01-31,802907919,10,38.532,M3,921796,2012-11-15,2013-02-01,A,MNA P 064-CED NA FF 2440x2150x18/1/C34
CMA CGM DON GIOVANNI,2013-01-31,802907922,10,38.532,M3,921796,2012-11-14,2013-02-01,A,MNA P 064-CED NA FF 2440x2150x18/1/C34
CMA CGM DON GIOVANNI,2013-01-31,802907924,10,38.532,M3,921796,2012-11-14,2013-02-01,A,MNA P 064-CED NA FF 2440x2150x18/1/C34
MSC INGRID,2013-01-01,802907973,1,45.57,M3,915925,2012-12-21,2013-01-03,C,TRU UL CARB II 2465x1245x18/1RA/CO55
MSC INGRID,2013-01-01,802907973,1,45.57,M3,915925,2012-12-21,2013-01-03,C,TRU UL CARB II 2465x1245x18/1RA/CO55
HANJIN HELSINKI,2012-12-24,802908075,10,24.234,M3,980210,2012-11-14,2012-12-26,C,MNA P 048-LIN CI SS 2440x2150x15/1/C44
HANJIN HELSINKI,2012-12-24,802908075,20,10.386,M3,970148,2012-11-14,2012-12-26,C,MNA P 074-TAB SS 2440x2150x15/1/C44
MAERSK KELSO,2013-01-27,802908081,10,13.848,M3,980205,2012-11-14,2013-01-30,A,MNA P 047-TEK AR SS 2440x2150x15/1/C44
MAERSK KELSO,2013-01-27,802908081,20,24.234,M3,980205,2012-11-14,2013-01-30,A,MNA P 047-TEK AR SS 2440x2150x15/1/C44
HANJIN HELSINKI,2012-12-24,802908085,10,3.462,M3,980210,2012-11-14,2012-12-26,C,MNA P 048-LIN CI SS 2440x2150x15/1/C44
HANJIN HELSINKI,2012-12-24,802908085,20,31.158,M3,970148,2012-11-14,2012-12-26,C,MNA P 074-TAB SS 2440x2150x15/1/C44
HANJIN HELSINKI,2012-12-24,802908085,20,31.158,M3,970148,2012-11-14,2012-12-26,C,MNA P 074-TAB SS 2440x2150x15/1/C44
MSC LISA,2012-12-29,802908090,10,27.696,M3,921747,2012-11-21,2012-12-27,C,MNA P 136-BCO NV FF 2440x2150x15/1/C44
MSC LISA,2012-12-29,802908090,10,27.696,M3,921747,2012-11-21,2012-12-27,C,MNA P 136-BCO NV FF 2440x2150x15/1/C44
MSC LISA,2012-12-29,802908090,20,6.924,M3,970149,2012-11-21,2012-12-27,C,MNA P 031-RDK-WEN SS 2440x2150x15/1/C44
MSC LORENA,2013-01-25,802908112,10,17.31,M3,980210,2012-11-21,2013-01-23,A,MNA P 048-LIN CI SS 2440x2150x15/1/C44
MSC LORENA,2013-01-25,802908112,10,17.31,M3,980210,2012-11-21,2013-01-23,A,MNA P 048-LIN CI SS 2440x2150x15/1/C44
MSC LORENA,2013-01-25,802908112,20,17.31,M3,980205,2012-11-21,2013-01-23,A,MNA P 047-TEK AR SS 2440x2150x15/1/C44
MSC LORENA,2013-01-25,802908112,30,3.462,M3,970149,2012-11-21,2013-01-23,A,MNA P 031-RDK-WEN SS 2440x2150x15/1/C44
CSAV SUAPE,2013-01-18,802908115,10,27.696,M3,970148,2012-11-14,2013-01-16,A,MNA P 074-TAB SS 2440x2150x15/1/C44
CSAV SUAPE,2013-01-18,802908115,20,3.211,M3,980206,2012-11-14,2013-01-16,A,MNA P 047-TEK AR SS 2440x2150x18/1/C34
CSAV SUAPE,2013-01-18,802908115,30,6.924,M3,970149,2012-11-14,2013-01-16,A,MNA P 031-RDK-WEN SS 2440x2150x15/1/C44
MSC LISA,2012-12-29,802908117,10,34.62,M3,970149,2012-11-14,2012-12-26,C,MNA P 031-RDK-WEN SS 2440x2150x15/1/C44
MSC LISA,2012-12-29,802908117,10,34.62,M3,970149,2012-11-14,2012-12-26,C,MNA P 031-RDK-WEN SS 2440x2150x15/1/C44
MSC ELENI,2012-12-25,802908120,10,34.62,M3,970149,2012-11-21,2012-12-21,C,MNA P 031-RDK-WEN SS 2440x2150x15/1/C44
MSC ELENI,2012-12-25,802908123,10,34.62,M3,970149,2012-11-25,2012-12-21,C,MNA P 031-RDK-WEN SS 2440x2150x15/1/C44
MSC LISA,2012-12-29,802908127,10,34.62,M3,970149,2012-11-29,2012-12-26,C,MNA P 031-RDK-WEN SS 2440x2150x15/1/C44
MSC LORENA,2013-01-25,802908162,10,17.31,M3,970148,2012-11-14,2013-01-23,A,MNA P 074-TAB SS 2440x2150x15/1/C44
MSC LORENA,2013-01-25,802908162,20,20.772,M3,980205,2012-11-14,2013-01-23,A,MNA P 047-TEK AR SS 2440x2150x15/1/C44
MSC LORENA,2013-01-25,802908164,10,38.082,M3,980205,2012-11-21,2013-01-23,A,MNA P 047-TEK AR SS 2440x2150x15/1/C44
MSC LORENA,2013-01-25,802908167,10,17.31,M3,980205,2012-11-14,2013-01-23,A,MNA P 047-TEK AR SS 2440x2150x15/1/C44
MSC LORENA,2013-01-25,802908167,20,17.31,M3,980210,2012-11-14,2013-01-23,A,MNA P 048-LIN CI SS 2440x2150x15/1/C44
MSC LORENA,2013-01-25,802908167,30,3.211,M3,980211,2012-11-14,2013-01-23,A,MNA P 048-LIN CI SS 2440x2150x18/1/C34
MSC AUSTRIA,2012-12-01,802908170,10,38.082,M3,921784,2012-11-21,2012-11-25,C,MNA P 031-RDK-WEN FF 2440x2150x15/1/C44
MSC AUSTRIA,2012-12-01,802908187,10,38.082,M3,921795,2012-11-14,2012-11-26,C,MNA P 064-CED NA FF 2440x2150x15/1/C44
CSAV RIO DE JANEIRO,2012-12-07,802908229,10,49.334,M3,502152,2012-11-29,2012-12-06,C,Ply BC WBP 2440x1220x15 S2S
CSAV RIO DE JANEIRO,2012-12-07,802908230,10,49.334,M3,502220,2012-11-30,2012-12-06,C,Ply BC WBP 2440x1220x25 S2S
CSAV RIO DE JANEIRO,2012-12-07,802910026,1,5.716,M3,501662,2012-11-30,2012-12-06,C,Ply AC EXT 2440x1220x12 S2S
CSAV RIO DE JANEIRO,2012-12-07,802910026,2,29.02,M3,501670,2012-11-30,2012-12-06,C,Ply AC EXT 2440x1220x15 S2S
CSAV RIO DE JANEIRO,2012-12-07,802910026,3,2.893,M3,501679,2012-11-30,2012-12-06,C,Ply AC EXT 2440x1220x18 S2S
CSAV RIO DE JANEIRO,2012-12-07,802910026,4,2.893,M3,501716,2012-11-30,2012-12-06,C,Ply AC UL 2440x1220x9 S2S
MSC BREMEN,2012-12-14,802910193,10,35.332,M3,982032,2012-11-10,2012-12-11,C,MDP 2500x1830x9/1/C78
CSAV RECIFE,2012-12-03,802910196,10,35.332,M3,982032,2012-11-10,2012-11-29,C,MDP 2500x1830x9/1/C78
MSC ELENI,2012-12-25,802910200,10,9.636,M3,982032,2012-11-10,2012-12-18,C,MDP 2500x1830x9/1/C78
MSC ELENI,2012-12-25,802910200,20,6.368,M3,921133,2012-11-10,2012-12-18,C,MDP 2500x1830x12/1/C58
MSC ELENI,2012-12-25,802910200,30,3.129,M3,921137,2012-11-10,2012-12-18,C,MDP 2500x1830x18/1/C38
MSC ELENI,2012-12-25,802910200,40,6.148,M3,921139,2012-11-10,2012-12-18,C,MDP 2500x1830x24/1/C28
MSC ELENI,2012-12-25,802910200,50,12.628,M3,982412,2012-11-10,2012-12-18,C,MDP 2500x1830x30/1/C23
MSC LISA,2012-12-29,802910201,10,35.024,M3,921133,2012-11-10,2012-12-28,C,MDP 2500x1830x12/1/C58
MSC AUSTRIA,2012-12-01,802910206,10,37.548,M3,921137,2012-11-10,2012-11-26,C,MDP 2500x1830x18/1/C38
MSC BREMEN,2012-12-14,802910207,10,36.888,M3,921139,2012-11-10,2012-12-15,C,MDP 2500x1830x24/1/C28
MSC BREMEN,2012-12-14,802910210,10,37.884,M3,982412,2012-11-10,2012-12-11,C,MDP 2500x1830x30/1/C23
CSAV RECIFE,2012-12-03,802910211,10,35.332,M3,982032,2012-11-10,2012-12-05,C,MDP 2500x1830x9/1/C78
CSAV RECIFE,2012-12-03,802910213,10,35.332,M3,982032,2012-11-10,2012-12-05,C,MDP 2500x1830x9/1/C78
MSC AUSTRIA,2012-12-01,802910240,10,37.548,M3,921137,2012-11-10,2012-11-26,C,MDP 2500x1830x18/1/C38
CSAV RIO DE JANEIRO,2012-12-07,802910241,10,36.888,M3,921139,2012-11-10,2012-12-06,C,MDP 2500x1830x24/1/C28
MSC BREMEN,2012-12-14,802910244,10,36.888,M3,921139,2012-11-10,2012-12-11,C,MDP 2500x1830x24/1/C28
MSC ELENI,2012-12-25,802910245,10,36.888,M3,921139,2012-11-10,2012-12-21,C,MDP 2500x1830x24/1/C28
MSC ELENI,2012-12-25,802910246,10,37.884,M3,982412,2012-11-10,2012-12-21,C,MDP 2500x1830x30/1/C23
MSC ELENI,2012-12-25,802910249,10,37.884,M3,982412,2012-11-10,2012-12-21,C,MDP 2500x1830x30/1/C23
MSC LISA,2012-12-29,802910252,10,37.884,M3,982412,2012-11-10,2012-12-28,C,MDP 2500x1830x30/1/C23
MSC LISA,2012-12-29,802911870,10,37.884,M3,982412,2012-11-20,2012-12-28,C,MDP 2500x1830x30/1/C23
MSC LISA,2012-12-29,802911872,10,37.884,M3,982412,2012-11-20,2012-12-28,C,MDP 2500x1830x30/1/C23
MSC BREMEN,2012-12-14,802911875,10,37.884,M3,982412,2012-11-20,2012-12-10,C,MDP 2500x1830x30/1/C23
NYK LYRA,2012-12-01,802912079,10,24.475,M3,748222,2012-12-02,2012-11-22,C,CHO LISO 2440x1520x3/A2/EN200
CCNI ATLANTICO,2012-12-04,802912081,10,35.364,M3,505128,2012-12-04,2012-12-06,C,RAN L MNA BCO LS H 2440x1220x18/1RA/CS55
MSC AUSTRIA,2012-12-01,802912099,1,46.432,M3,501890,2012-12-03,2012-11-29,C,"Ply BC Deco EXT 2440x1220x15 TMP-4"" R"
MOL PRECISION,2012-12-13,802912219,10,46.432,M3,501615,2012-12-03,2012-12-12,C,Ply AB EXT 2440x1220x25 S2S
MOL PRECISION,2012-12-13,802912224,10,46.288,M3,501610,2012-12-25,2012-12-10,C,Ply AB EXT 2440x1220x18 S2S
MSC GENEVA,2013-01-07,802912401,1,5.894,M3,803806,2012-12-26,2013-01-07,C,TRU UL CARB II 2440x1220x18/1RA/CV55
MSC KYOTO,2012-12-27,802912403,1,5.894,M3,803806,2012-12-26,2012-12-26,C,TRU UL CARB II 2440x1220x18/1RA/CV55
MSC KYOTO,2012-12-27,802912407,1,5.894,M3,803806,2012-12-26,2012-12-25,C,TRU UL CARB II 2440x1220x18/1RA/CV55
ANGUILA,2012-12-16,802912774,10,8.397,M3,502890,2012-12-22,2012-12-15,C,Ply CpD WBP 2400x1200x18 S2S
ANGUILA,2012-12-16,802912774,20,36.387,M3,502928,2012-12-22,2012-12-15,C,Ply MU WBP 2400x1200x18 S2S Ex
ANGUILA,2012-12-16,802912778,20,44.784,M3,502928,2012-12-22,2012-12-12,C,Ply MU WBP 2400x1200x18 S2S Ex
MAERSK KUANTAN,2013-01-13,802912782,10,44.24,M3,502888,2012-12-24,2013-01-09,A,Ply CpD WBP 2400x1200x12 S2S
ANGUILA,2012-12-16,802912784,10,44.784,M3,764453,2012-12-22,2012-12-12,C,Ply BC WBP 2400x1200x18 S2S F8 FA
ANGUILA,2012-12-16,802912785,10,44.24,M3,502888,2012-12-22,2012-12-15,C,Ply CpD WBP 2400x1200x12 S2S
HANJIN GOTHENBURG,2012-12-03,802912788,10,44.784,M3,764453,2012-12-14,2012-12-04,C,Ply BC WBP 2400x1200x18 S2S F8 FA
MSC ESTHI,2012-12-01,802912789,10,47.005,M3,502921,2012-12-09,2012-11-29,C,Ply MU WBP 2400x1200x12 S2S Ex
MSC CANDICE,2012-12-06,802912791,10,47.005,M3,502921,2012-12-17,2012-12-07,C,Ply MU WBP 2400x1200x12 S2S Ex
MSC ESTHI,2012-12-01,802912795,10,44.784,M3,891864,2012-12-04,2012-11-26,C,Ply AnC EXT 2400x1200x9 S2S
MSC ESTHI,2012-12-01,802912797,10,47.583,M3,502991,2012-12-09,2012-11-29,C,Ply Rech Mix 2400x1200x9
HANJIN LONG BEACH,2013-01-24,802912798,10,35.217,M3,503002,2012-12-04,2013-01-24,A,"Ply Rech Mix 2440x1220x6,5"
HANJIN LONG BEACH,2013-01-24,802912798,20,10.484,M3,529983,2012-12-04,2013-01-24,A,"Ply Rech Mix 2400x1200x6,5"
HANJIN LONG BEACH,2013-01-24,802912798,20,10.484,M3,529983,2012-12-04,2013-01-24,A,"Ply Rech Mix 2400x1200x6,5"
CMA CGM DON GIOVANNI,2013-01-31,802912799,10,27.09,M3,503002,2012-12-22,2013-01-28,A,"Ply Rech Mix 2440x1220x6,5"
CMA CGM DON GIOVANNI,2013-01-31,802912799,20,18.347,M3,529983,2012-12-22,2013-01-28,A,"Ply Rech Mix 2400x1200x6,5"
MSC ESTHI,2012-12-01,802912978,10,48.586,M3,502123,2012-11-29,2012-11-29,C,Ply BC WBP 2440x1220x12 S2S
MSC ESTHI,2012-12-01,802912982,10,48.586,M3,502123,2012-11-29,2012-11-29,C,Ply BC WBP 2440x1220x12 S2S
MSC ESTHI,2012-12-01,802912992,10,48.586,M3,502123,2012-11-29,2012-11-29,C,Ply BC WBP 2440x1220x12 S2S
MSC ESTHI,2012-12-01,802912998,10,46.288,M3,502178,2012-11-29,2012-11-29,C,Ply BC WBP 2440x1220x18 S2S
MSC MARIA ELENA,2012-12-14,802913003,10,49.181,M3,502178,2012-11-15,2012-12-12,C,Ply BC WBP 2440x1220x18 S2S
MSC ESTHI,2012-12-01,802913024,10,46.288,M3,502178,2012-11-29,2012-11-29,C,Ply BC WBP 2440x1220x18 S2S
MSC ESTHI,2012-12-01,802913027,10,45.728,M3,502123,2012-11-29,2012-11-29,C,Ply BC WBP 2440x1220x12 S2S
MSC ESTHI,2012-12-01,802913038,10,45.728,M3,502123,2012-11-29,2012-11-29,C,Ply BC WBP 2440x1220x12 S2S
MSC ESTHI,2012-12-01,802913059,10,46.432,M3,502152,2012-11-29,2012-11-29,C,Ply BC WBP 2440x1220x15 S2S
MSC ESTHI,2012-12-01,802913074,10,46.432,M3,502152,2012-11-29,2012-11-29,C,Ply BC WBP 2440x1220x15 S2S
CSAV ROMERAL,2012-12-19,802913088,10,46.288,M3,502178,2012-11-15,2012-12-16,C,Ply BC WBP 2440x1220x18 S2S
MSC PILAR,2012-12-11,802913170,1,13.545,M3,501694,2012-12-15,2012-12-12,C,"Ply AC EXT 2440x1220x6,5 S2S bar"
MSC PILAR,2012-12-11,802913170,2,17.358,M3,501681,2012-12-15,2012-12-12,C,Ply AC EXT 2440x1220x18 S2S bar
MSC PILAR,2012-12-11,802913170,3,8.574,M3,501663,2012-12-15,2012-12-12,C,Ply AC EXT 2440x1220x12 S2S bar
MSC PILAR,2012-12-11,802913170,4,2.893,M3,501697,2012-12-15,2012-12-12,C,Ply AC EXT 2440x1220x9 S2S bar
MSC PILAR,2012-12-11,802913170,5,2.902,M3,501671,2012-12-15,2012-12-12,C,Ply AC EXT 2440x1220x15 S2S bar
MSC PILAR,2012-12-11,802913174,1,13.545,M3,501694,2012-12-15,2012-12-12,C,"Ply AC EXT 2440x1220x6,5 S2S bar"
MSC PILAR,2012-12-11,802913174,2,2.893,M3,501697,2012-12-15,2012-12-12,C,Ply AC EXT 2440x1220x9 S2S bar
MSC PILAR,2012-12-11,802913174,3,8.574,M3,501663,2012-12-15,2012-12-12,C,Ply AC EXT 2440x1220x12 S2S bar
MSC PILAR,2012-12-11,802913174,4,2.902,M3,501671,2012-12-15,2012-12-12,C,Ply AC EXT 2440x1220x15 S2S bar
MSC PILAR,2012-12-11,802913174,5,17.358,M3,501681,2012-12-15,2012-12-12,C,Ply AC EXT 2440x1220x18 S2S bar
NYK LODESTAR,2012-12-06,802913179,1,5.418,M3,501694,2012-12-15,2012-12-05,C,"Ply AC EXT 2440x1220x6,5 S2S bar"
NYK LODESTAR,2012-12-06,802913179,2,2.893,M3,501697,2012-12-15,2012-12-05,C,Ply AC EXT 2440x1220x9 S2S bar
NYK LODESTAR,2012-12-06,802913179,3,11.432,M3,501663,2012-12-15,2012-12-05,C,Ply AC EXT 2440x1220x12 S2S bar
NYK LODESTAR,2012-12-06,802913179,4,2.902,M3,501671,2012-12-15,2012-12-05,C,Ply AC EXT 2440x1220x15 S2S bar
NYK LODESTAR,2012-12-06,802913179,5,23.144,M3,501681,2012-12-15,2012-12-05,C,Ply AC EXT 2440x1220x18 S2S bar
NYK LODESTAR,2012-12-06,802913184,1,5.418,M3,501694,2012-12-15,2012-12-05,C,"Ply AC EXT 2440x1220x6,5 S2S bar"
NYK LODESTAR,2012-12-06,802913184,2,2.893,M3,501697,2012-12-15,2012-12-05,C,Ply AC EXT 2440x1220x9 S2S bar
NYK LODESTAR,2012-12-06,802913184,3,11.432,M3,501663,2012-12-15,2012-12-05,C,Ply AC EXT 2440x1220x12 S2S bar
NYK LODESTAR,2012-12-06,802913184,4,2.902,M3,501671,2012-12-15,2012-12-05,C,Ply AC EXT 2440x1220x15 S2S bar
NYK LODESTAR,2012-12-06,802913184,5,23.144,M3,501681,2012-12-15,2012-12-05,C,Ply AC EXT 2440x1220x18 S2S bar
MSC ELA,2012-12-21,802913187,1,14.465,M3,501681,2012-12-15,2012-12-16,C,Ply AC EXT 2440x1220x18 S2S bar
MSC ELA,2012-12-21,802913187,2,14.29,M3,501663,2012-12-15,2012-12-16,C,Ply AC EXT 2440x1220x12 S2S bar
MSC ELA,2012-12-21,802913187,3,2.893,M3,501697,2012-12-15,2012-12-16,C,Ply AC EXT 2440x1220x9 S2S bar
MSC ELA,2012-12-21,802913187,4,5.804,M3,501671,2012-12-15,2012-12-16,C,Ply AC EXT 2440x1220x15 S2S bar
MSC ELA,2012-12-21,802913187,5,8.52,M3,690058,2012-12-15,2012-12-16,C,"Ply BC Deco 2440x1220x9 WG-2"" bar ch"
CCNI ATLANTICO,2012-12-04,802914015,10,17.79,M3,747849,2012-10-06,2012-12-05,C,TRU UL 2440x1220x12/1RA/CO83
CCNI ATLANTICO,2012-12-04,802914015,20,26.523,M3,747856,2012-10-06,2012-12-05,C,TRU UL 2440x1220x15/1RA/CO66
CCNI ATLANTICO,2012-12-04,802914015,20,26.523,M3,747856,2012-10-06,2012-12-05,C,TRU UL 2440x1220x15/1RA/CO66
CSAV RUPANCO,2012-12-12,802914051,10,48.586,M3,502800,2012-12-05,2012-12-09,C,Ply CpC WBP 2440x1220x12 S2S
CSAV RUPANCO,2012-12-12,802914053,10,48.586,M3,502800,2012-12-05,2012-12-13,C,Ply CpC WBP 2440x1220x12 S2S
MSC AUSTRIA,2012-12-01,802914174,1,10.055,M3,726711,2012-12-05,2012-11-28,C,CHO LISO SF 2146x1562x3/A2/EN200
MSC AUSTRIA,2012-12-01,802914174,2,12.915,M3,726712,2012-12-05,2012-11-28,C,CHO LISO SF 2756x1562x3/A2/EN200
MOL PRECISION,2012-12-13,802914759,10,25.722,M3,502226,2012-12-13,2012-12-13,C,Ply BC WBP 2440x1220x30 S2S
MOL PRECISION,2012-12-13,802914759,20,20.314,M3,502152,2012-12-13,2012-12-13,C,Ply BC WBP 2440x1220x15 S2S
MAERSK KUANTAN,2013-01-13,802916198,10,23.528,M3,505331,2012-12-12,2013-01-12,A,TRU UL 2440x1220x38/1RA/NA26
MAERSK KUANTAN,2013-01-13,802916198,20,17.646,M3,747872,2012-12-12,2013-01-12,A,TRU UL 2440x1220x38/1RA/CO26
MAERSK KUANTAN,2013-01-13,802916198,30,5.882,M3,803796,2012-12-12,2013-01-12,A,TRU UL CARB II 2440x1220x38/1RA/CO26
MAERSK KENSINGTON,2013-01-20,802916203,10,5.954,M3,732818,2012-12-12,2013-01-19,A,TRU UL CARB 2440x1220x50/1RA/CO20
MAERSK KENSINGTON,2013-01-20,802916203,20,17.862,M3,803798,2012-12-12,2013-01-19,A,TRU UL CARB II 2440x1220x50/1RA/CO20
MAERSK KENSINGTON,2013-01-20,802916203,30,22.06,M3,896216,2012-12-12,2013-01-19,A,TRU UL CARB II 3660x1220x38/1RA/CO26
MSC LISA,2012-12-29,802916645,10,44.24,M3,903676,2012-12-05,2012-12-27,C,Ply CpC WBP 2400x1200x12 S2S P30 EAN
CSAV RIO DE JANEIRO,2012-12-07,802916646,10,44.928,M3,903677,2012-12-05,2012-12-06,C,Ply CpC WBP 2400x1200x15 S2S P30 EAN
CSAV RECIFE,2012-12-03,802916647,10,44.928,M3,903677,2012-12-05,2012-11-25,C,Ply CpC WBP 2400x1200x15 S2S P30 EAN
MSC BREMEN,2012-12-14,802916650,10,44.928,M3,903677,2012-12-05,2012-12-13,C,Ply CpC WBP 2400x1200x15 S2S P30 EAN
MONTE ROSA,2012-12-23,802918069,10,37.96,M3,747757,2012-12-09,2012-12-20,C,TRU LI 2440x1220x9/1RA/CO109
MSC PAMELA,2012-12-28,802918076,10,37.609,M3,747745,2012-12-30,2012-12-27,C,TRU LI 2440x1220x18/1RA/CO54
MSC PAMELA,2012-12-28,802918084,10,37.96,M3,747757,2012-12-30,2012-12-28,C,TRU LI 2440x1220x9/1RA/CO109
MSC ESTHI,2012-12-01,802918092,10,37.609,M3,747745,2012-12-06,2012-11-29,C,TRU LI 2440x1220x18/1RA/CO54
MSC MARIA ELENA,2012-12-14,802918100,10,38.514,M3,747731,2012-12-16,2012-12-13,C,TRU LI 2440x1220x12/1RA/CO77
MONTE AZUL,2012-12-09,802918111,10,38.752,M3,747736,2012-12-09,2012-12-12,C,TRU LI 2440x1220x15/1RA/CO62
MSC CANDICE,2012-12-06,802918113,10,38.514,M3,747731,2012-12-06,2012-12-06,C,TRU LI 2440x1220x12/1RA/CO77
MSC CANDICE,2012-12-06,802918120,10,38.514,M3,747731,2012-12-09,2012-12-06,C,TRU LI 2440x1220x12/1RA/CO77
MSC MARIA ELENA,2012-12-14,802918127,10,37.609,M3,747745,2012-12-16,2012-12-13,C,TRU LI 2440x1220x18/1RA/CO54
MSC MARIA ELENA,2012-12-14,802918127,10,37.609,M3,747745,2012-12-16,2012-12-13,C,TRU LI 2440x1220x18/1RA/CO54
MSC CANDICE,2012-12-06,802918132,10,37.609,M3,747745,2012-12-09,2012-12-06,C,TRU LI 2440x1220x18/1RA/CO54
NYK LODESTAR,2012-12-06,802918141,10,33.012,M3,747731,2012-12-09,2012-12-06,C,TRU LI 2440x1220x12/1RA/CO77
MOL PRECISION,2012-12-13,802918146,10,34.716,M3,747745,2012-12-16,2012-12-13,C,TRU LI 2440x1220x18/1RA/CO54
MOL PRECISION,2012-12-13,802918146,10,34.716,M3,747745,2012-12-16,2012-12-13,C,TRU LI 2440x1220x18/1RA/CO54
MSC ESTHI,2012-12-01,802918152,10,34.716,M3,747745,2012-12-06,2012-11-29,C,TRU LI 2440x1220x18/1RA/CO54
MSC CANDICE,2012-12-06,802918160,10,33.012,M3,747731,2012-12-09,2012-12-06,C,TRU LI 2440x1220x12/1RA/CO77
HANJIN LONG BEACH,2013-01-24,802918162,10,33.216,M3,747736,2013-12-30,2013-01-21,A,TRU LI 2440x1220x15/1RA/CO62
MSC ESTHI,2012-12-01,802918165,10,34.716,M3,747745,2012-12-06,2012-11-29,C,TRU LI 2440x1220x18/1RA/CO54
MSC CANDICE,2012-12-06,802918170,10,38.514,M3,747731,2012-12-06,2012-12-06,C,TRU LI 2440x1220x12/1RA/CO77
MSC ESTHI,2012-12-01,802918173,10,38.752,M3,747736,2012-12-09,2012-11-30,C,TRU LI 2440x1220x15/1RA/CO62
MSC MARIA ELENA,2012-12-14,802918174,10,37.609,M3,747745,2012-12-16,2012-12-13,C,TRU LI 2440x1220x18/1RA/CO54
MSC PAMELA,2012-12-28,802918176,10,37.96,M3,747757,2012-12-06,2012-12-20,C,TRU LI 2440x1220x9/1RA/CO109
MSC PAMELA,2012-12-28,802918176,10,37.96,M3,747757,2012-12-06,2012-12-20,C,TRU LI 2440x1220x9/1RA/CO109
MSC ESTHI,2012-12-01,802918179,10,37.96,M3,747757,2012-12-09,2012-11-30,C,TRU LI 2440x1220x9/1RA/CO109
MSC ESTHI,2012-12-01,802918179,10,37.96,M3,747757,2012-12-09,2012-11-30,C,TRU LI 2440x1220x9/1RA/CO109
MSC PAMELA,2012-12-28,802918181,10,37.96,M3,747757,2012-12-16,2012-12-20,C,TRU LI 2440x1220x9/1RA/CO109
MSC MARIA ELENA,2012-12-14,802918182,10,38.514,M3,747731,2012-12-27,2012-12-14,C,TRU LI 2440x1220x12/1RA/CO77
MSC CANDICE,2012-12-06,802918183,10,38.514,M3,747731,2012-12-06,2012-12-06,C,TRU LI 2440x1220x12/1RA/CO77
MSC CANDICE,2012-12-06,802918187,10,38.514,M3,747731,2012-12-09,2012-12-06,C,TRU LI 2440x1220x12/1RA/CO77
MSC MARIA ELENA,2012-12-14,802918191,10,38.514,M3,747731,2012-12-16,2012-12-13,C,TRU LI 2440x1220x12/1RA/CO77
MONTE ALEGRE,2012-12-16,802918200,10,38.514,M3,747731,2012-12-09,2012-12-13,C,TRU LI 2440x1220x12/1RA/CO77
MSC MARIA ELENA,2012-12-14,802918203,10,38.514,M3,747731,2012-12-27,2012-12-14,C,TRU LI 2440x1220x12/1RA/CO77
MSC CANDICE,2012-12-06,802918204,10,38.514,M3,747731,2012-12-06,2012-12-06,C,TRU LI 2440x1220x12/1RA/CO77
MSC CANDICE,2012-12-06,802918205,10,38.514,M3,747731,2012-12-09,2012-12-06,C,TRU LI 2440x1220x12/1RA/CO77
MSC MARIA ELENA,2012-12-14,802918208,10,38.514,M3,747731,2012-12-16,2012-12-13,C,TRU LI 2440x1220x12/1RA/CO77
MONTE AZUL,2012-12-09,802918209,10,38.514,M3,747731,2012-12-09,2012-12-08,C,TRU LI 2440x1220x12/1RA/CO77
MSC MARIA ELENA,2012-12-14,802918211,10,38.514,M3,747731,2012-12-27,2012-12-14,C,TRU LI 2440x1220x12/1RA/CO77
MSC CANDICE,2012-12-06,802918212,10,38.514,M3,747731,2012-12-06,2012-12-06,C,TRU LI 2440x1220x12/1RA/CO77
MSC CANDICE,2012-12-06,802918213,10,38.514,M3,747731,2012-12-09,2012-12-06,C,TRU LI 2440x1220x12/1RA/CO77
MSC MARIA ELENA,2012-12-14,802918215,10,38.514,M3,747731,2012-12-16,2012-12-13,C,TRU LI 2440x1220x12/1RA/CO77
MSC CANDICE,2012-12-06,802918221,10,38.514,M3,747731,2012-12-09,2012-12-06,C,TRU LI 2440x1220x12/1RA/CO77
MSC ESTHI,2012-12-01,802918223,10,38.752,M3,747736,2012-12-09,2012-11-30,C,TRU LI 2440x1220x15/1RA/CO62
MSC CANDICE,2012-12-06,802918225,10,38.752,M3,747736,2012-12-16,2012-12-07,C,TRU LI 2440x1220x15/1RA/CO62
MONTE AZUL,2012-12-09,802918226,10,38.752,M3,747736,2012-12-09,2012-12-08,C,TRU LI 2440x1220x15/1RA/CO62
MSC PAMELA,2012-12-28,802918228,10,38.752,M3,747736,2012-12-30,2012-12-20,C,TRU LI 2440x1220x15/1RA/CO62
